id,correctAgg,answered,isError,playCount,resetCount,compTime,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
12,min,min,FALSE,1,1,2928,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
13,stdev,stdev,FALSE,1,1,2709,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
14,median,median,FALSE,1,1,2967,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
15,sum,sum,FALSE,1,1,4209,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
16,median,avg,TRUE,1,1,2959,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
17,stdev,stdev,FALSE,1,1,2536,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
18,sum,sum,FALSE,2,1,6543,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
19,max,max,FALSE,1,0,1957,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
2,iqr,iqr,FALSE,1,1,4788,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
20,avg,median,TRUE,1,1,3504,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
21,count,sum,TRUE,1,1,3844,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
22,iqr,iqr,FALSE,1,1,2911,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
23,min,min,FALSE,1,0,2609,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
24,max,max,FALSE,1,0,2496,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
25,avg,median,TRUE,1,1,3140,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
26,sum,sum,FALSE,1,1,3661,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
27,iqr,stdev,TRUE,1,1,2816,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
28,count,sum,TRUE,1,1,2728,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
29,stdev,stdev,FALSE,1,1,2924,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
3,sum,count,TRUE,1,1,5168,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
30,median,median,FALSE,1,1,2608,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
31,min,min,FALSE,1,1,2608,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
4,avg,avg,FALSE,1,1,4221,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
5,min,min,FALSE,1,1,3592,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
6,stdev,stdev,FALSE,1,1,3540,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
7,count,sum,TRUE,1,1,3380,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
8,avg,median,TRUE,1,1,2992,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
9,iqr,stdev,TRUE,1,1,3189,Female,Associate or Bachelors degree,35-44,no,,Know well,add up all the numbers and divide by the amount of numbers to get the average,IDK,,Know well,the number that happens most often,Know,how much you can expect the number to be off in either direction,5,< 1/w,< 1/w,< 1/w,WMh5c5DgpQPHngfsfEJW9Sw44wb2,static
0,sum,sum,FALSE,1,0,10205,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
1,min,min,FALSE,1,0,5929,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
10,count,count,FALSE,1,0,4350,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
11,max,max,FALSE,1,0,3285,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
12,avg,avg,FALSE,2,1,10905,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
13,stdev,stdev,FALSE,1,0,5067,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
14,median,median,FALSE,3,2,16241,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
15,sum,sum,FALSE,1,0,5550,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
16,count,count,FALSE,1,0,3863,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
17,min,min,FALSE,1,0,3409,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
18,stdev,stdev,FALSE,1,0,4568,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
19,sum,count,TRUE,2,1,14640,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
2,avg,avg,FALSE,2,1,10617,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
20,max,max,FALSE,1,0,3228,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
21,median,median,FALSE,1,0,4685,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
22,avg,avg,FALSE,1,0,5194,Male,"Graduate (MS, PhD) or Professional degree",25-34,no,,Know well,Average is all the numbers added up divided by how many numbers there were.,Know well,IR is dividing the numbers in a set into fourths.,Know well,Median is the actual middle point of a set of numbers,Know well,SD is the deviation range of a set of numbers.,8,never,< 1/d,< 1/m,WtZxTmn60Rf6yR8RXYib1Pbf5O73,elaborate
