id,agg,rank-elaborate,play-elaborate,reset-elaborate,rank-simple,play-simple,reset-simple,rank-baseline,play-baseline,reset-baseline,rank-static,play-static,reset-static,compTime,rationale,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
1,sum,3,2,1,2,2,1,1,2,1,4,2,1,89831,"1st and 2nd have a smooth transition which demonstrate that the sum is being calculated by adding all the values together. However, 3rd has a transition which is too fancy and could distract the reader and 4th just did not have any transition which the reader doesn't know what it is.",Female,High school graduate (or equivalent),18-24,no,,Know well,The total of the numbers/how many numbers there are,IDK,,Know,The number that occurs the most in the dataset,Know,how well-spreaded the set of data is,4,< 1/m,< 1/w,< 1/m,du7NWyTNp8WsocauHyUVrvgOubW2,simple
2,max,1,0,0,1,1,0,2,1,0,3,1,0,69805,I chose the 1st because it has a line that underlines the maximum and convey to audience that we are looking at the maximum value. 2nd one is similar but did not have the line. 3rd one did not have any transitio.,Female,High school graduate (or equivalent),18-24,no,,Know well,The total of the numbers/how many numbers there are,IDK,,Know,The number that occurs the most in the dataset,Know,how well-spreaded the set of data is,4,< 1/m,< 1/w,< 1/m,du7NWyTNp8WsocauHyUVrvgOubW2,simple
3,min,1,0,0,1,1,0,2,2,1,3,2,1,48072,"Similar to the maximum transitions, I chose the ranking in this order because of the same reasons. I like the line underlining the minimum because it shows clearly that we are looking at the minimum",Female,High school graduate (or equivalent),18-24,no,,Know well,The total of the numbers/how many numbers there are,IDK,,Know,The number that occurs the most in the dataset,Know,how well-spreaded the set of data is,4,< 1/m,< 1/w,< 1/m,du7NWyTNp8WsocauHyUVrvgOubW2,simple
4,avg,3,1,0,2,2,1,1,2,1,4,1,0,91858,I liked 1st because all the values go into the middle which imply that we are focusing on the mean and I didn't like the line in 2nd because it feels like they just include the line at a random spot. 3rd transition is too fancy and distracting.,Female,High school graduate (or equivalent),18-24,no,,Know well,The total of the numbers/how many numbers there are,IDK,,Know,The number that occurs the most in the dataset,Know,how well-spreaded the set of data is,4,< 1/m,< 1/w,< 1/m,du7NWyTNp8WsocauHyUVrvgOubW2,simple
5,median,3,1,0,2,1,0,1,2,1,4,2,1,97106,I like the 1st choice because it shows clearly that it is focusing on the median. For 2nd and 3rd they are kind of distracting with the colors and transitions. 4th did not have a transition at all.,Female,High school graduate (or equivalent),18-24,no,,Know well,The total of the numbers/how many numbers there are,IDK,,Know,The number that occurs the most in the dataset,Know,how well-spreaded the set of data is,4,< 1/m,< 1/w,< 1/m,du7NWyTNp8WsocauHyUVrvgOubW2,simple
6,stdev,3,1,0,1,2,1,2,2,1,4,1,0,41296,"1st one shows exactly how we get the data value, the middle slice represents the average. 3rd one the transition is too fancy and distracting. ",Female,High school graduate (or equivalent),18-24,no,,Know well,The total of the numbers/how many numbers there are,IDK,,Know,The number that occurs the most in the dataset,Know,how well-spreaded the set of data is,4,< 1/m,< 1/w,< 1/m,du7NWyTNp8WsocauHyUVrvgOubW2,simple
7,iqr,3,1,0,2,1,0,1,1,0,4,2,1,43546,2nd and 3rd have a lot of colors on the data points but I'm not sure how they represent the range. 4th one didn't have any transition so it is confusing.,Female,High school graduate (or equivalent),18-24,no,,Know well,The total of the numbers/how many numbers there are,IDK,,Know,The number that occurs the most in the dataset,Know,how well-spreaded the set of data is,4,< 1/m,< 1/w,< 1/m,du7NWyTNp8WsocauHyUVrvgOubW2,simple
0,count,2,1,0,1,2,1,4,3,2,3,3,2,29295,Seeing the dots stack up makes the most sense with counting the number of data points. The transition to the single dot is the least effective since it seems like we are using the data point's values to calculate the count.,Female,"Some college, no degree",18-24,no,,Know well,Average is the summation of all data points divided by the number of data points.,Know,"When the numbers are arranged in a list in order, the interquartile range are the second and third fourths of the data.",Know well,"Sorted in order, median is the central point in that list. If there is an even number of numbers, the median is the average of the two most middle numbers.",Know well,It is a measure of how far distributed all the data points are from the average.,7,< 1/m,< 1/d,< 1/m,ezjPpIU83DbjWQx4tqkH4kDiALG3,baseline
1,sum,1,1,0,2,3,2,3,2,2,4,1,1,89900,"Showing the value of each data point as a length and then showing them ""add"" together with the transition  makes the most sense for adding. The 3rd place shows that the y-axis is growing better than the 4th place.",Female,"Some college, no degree",18-24,no,,Know well,Average is the summation of all data points divided by the number of data points.,Know,"When the numbers are arranged in a list in order, the interquartile range are the second and third fourths of the data.",Know well,"Sorted in order, median is the central point in that list. If there is an even number of numbers, the median is the average of the two most middle numbers.",Know well,It is a measure of how far distributed all the data points are from the average.,7,< 1/m,< 1/d,< 1/m,ezjPpIU83DbjWQx4tqkH4kDiALG3,baseline
2,max,1,0,0,1,1,0,3,1,0,2,2,1,97659,"Showing the line as a new feature draws your eye to the maximum before getting rid of the data which makes it first place. Second place is obvious immediately what has happened, but you don't get a moment to see the data with the maximum highlighted. Third place is confusing since the fade out is so long, that you don't really understand the significance of the dots that aren't fading until all other dots have faded completely.",Female,"Some college, no degree",18-24,no,,Know well,Average is the summation of all data points divided by the number of data points.,Know,"When the numbers are arranged in a list in order, the interquartile range are the second and third fourths of the data.",Know well,"Sorted in order, median is the central point in that list. If there is an even number of numbers, the median is the average of the two most middle numbers.",Know well,It is a measure of how far distributed all the data points are from the average.,7,< 1/m,< 1/d,< 1/m,ezjPpIU83DbjWQx4tqkH4kDiALG3,baseline
3,min,1,0,0,1,1,0,3,1,0,2,1,0,90196,"As with the previous question, 1st makes the most sense since it draws attention to the minimum before the fade out transition. 2nd makes it apparent immediately what has happened. 3rd is confusing as the fade out is so long that you just think all data points are fading until it is done and you realize two haven't faded.",Female,"Some college, no degree",18-24,no,,Know well,Average is the summation of all data points divided by the number of data points.,Know,"When the numbers are arranged in a list in order, the interquartile range are the second and third fourths of the data.",Know well,"Sorted in order, median is the central point in that list. If there is an even number of numbers, the median is the average of the two most middle numbers.",Know well,It is a measure of how far distributed all the data points are from the average.,7,< 1/m,< 1/d,< 1/m,ezjPpIU83DbjWQx4tqkH4kDiALG3,baseline
4,avg,1,2,1,2,1,0,3,1,0,4,2,1,98430,1st makes the most sense since it shows a visual representation of the mathematical operation. 2nd make the next most sense since it shows the average as a point of attention before collapsing. 3rd is next because we understand with the transition that there is *some* operation on the numbers occurring. 4th is last because it is just a hard transition and we aren't sure exactly what is going on.,Female,"Some college, no degree",18-24,no,,Know well,Average is the summation of all data points divided by the number of data points.,Know,"When the numbers are arranged in a list in order, the interquartile range are the second and third fourths of the data.",Know well,"Sorted in order, median is the central point in that list. If there is an even number of numbers, the median is the average of the two most middle numbers.",Know well,It is a measure of how far distributed all the data points are from the average.,7,< 1/m,< 1/d,< 1/m,ezjPpIU83DbjWQx4tqkH4kDiALG3,baseline
5,median,2,1,0,1,1,0,3,2,2,4,3,2,88844,"1st because it is clear that median is what it being measured. 2nd because the transition is a bit jarring and violent. 3rd because it isn't quite clear whether we are measuring median or average immediately. 4th because it is just a hard transition so we aren't aware that there is any mathematics with the data, it might just be a different graph entirely.",Female,"Some college, no degree",18-24,no,,Know well,Average is the summation of all data points divided by the number of data points.,Know,"When the numbers are arranged in a list in order, the interquartile range are the second and third fourths of the data.",Know well,"Sorted in order, median is the central point in that list. If there is an even number of numbers, the median is the average of the two most middle numbers.",Know well,It is a measure of how far distributed all the data points are from the average.,7,< 1/m,< 1/d,< 1/m,ezjPpIU83DbjWQx4tqkH4kDiALG3,baseline
6,stdev,3,3,2,1,3,2,2,3,2,4,2,1,49446,"1st because attention is drawn to the average before dots disappear and the standard deviation appears. 2nd because you can see the data and the standard deviation at the same time during the fade. 3rd because showing the difference from the average is confusing when only the differences to the average are transformed into only the higher standard deviation and not both. 4th because it is just a hard transition so we aren't aware that there is any mathematics with the data, it might just be a different graph entirely.",Female,"Some college, no degree",18-24,no,,Know well,Average is the summation of all data points divided by the number of data points.,Know,"When the numbers are arranged in a list in order, the interquartile range are the second and third fourths of the data.",Know well,"Sorted in order, median is the central point in that list. If there is an even number of numbers, the median is the average of the two most middle numbers.",Know well,It is a measure of how far distributed all the data points are from the average.,7,< 1/m,< 1/d,< 1/m,ezjPpIU83DbjWQx4tqkH4kDiALG3,baseline
7,iqr,2,1,0,1,1,0,3,1,0,4,2,1,86125,"1st because it is clear how the interquartile ranges are determined mathematically with the data points and then transitions. 2nd for the same reason as 1st, except that the transitions are quite jarring and violent. 3rd because you can see the data points and range at the same time during the fade. 4th because it is just a hard transition so we aren't aware that there is any mathematics with the data, it might just be a different graph entirely.",Female,"Some college, no degree",18-24,no,,Know well,Average is the summation of all data points divided by the number of data points.,Know,"When the numbers are arranged in a list in order, the interquartile range are the second and third fourths of the data.",Know well,"Sorted in order, median is the central point in that list. If there is an even number of numbers, the median is the average of the two most middle numbers.",Know well,It is a measure of how far distributed all the data points are from the average.,7,< 1/m,< 1/d,< 1/m,ezjPpIU83DbjWQx4tqkH4kDiALG3,baseline
0,count,2,2,1,1,2,1,3,1,0,4,2,2,49467,"I like the smoothness of #1 and #2. #1 is slightly better because it's more fluid and I can keep track of it easier.I don't like #4- the instant movement is too hard to keep track of.#3 makes me thing of a sum rather than count",Male,High school graduate (or equivalent),18-24,no,,Know well,avg = add all numbers and divide by count of numbers,IDK,,Know well,"sort the numbers, pick the number in the middle",Know well,the square root of the variance,6,< 1/w,< 1/w,< 1/w,fpiCcHVdJKRH80WIOpABivj5WGl2,elaborate
1,sum,1,1,0,3,2,1,2,1,0,4,1,0,35825,"The 1st place on is easy to follow with the lines.The second place one naturally combines the values with a smooth animation.The third one adds a weird line; I don't see how it benefits compared to the second one (which is the animation without the line).The 4th place one is too difficult to keep track of because it's instant.",Male,High school graduate (or equivalent),18-24,no,,Know well,avg = add all numbers and divide by count of numbers,IDK,,Know well,"sort the numbers, pick the number in the middle",Know well,the square root of the variance,6,< 1/w,< 1/w,< 1/w,fpiCcHVdJKRH80WIOpABivj5WGl2,elaborate
2,max,1,0,0,1,1,0,2,1,0,3,2,1,30904,"They're all about the same, coherence-wise. I just liked the smooth animation in the first place one better than the second, and the second better than no animation at all.",Male,High school graduate (or equivalent),18-24,no,,Know well,avg = add all numbers and divide by count of numbers,IDK,,Know well,"sort the numbers, pick the number in the middle",Know well,the square root of the variance,6,< 1/w,< 1/w,< 1/w,fpiCcHVdJKRH80WIOpABivj5WGl2,elaborate
3,min,1,0,0,1,2,1,2,1,0,3,2,2,38823,"For the same reasons as maximum, the line showing up in the ""First"" animation is nice to be clear about what data point we're talking about, the animation on the 1st and second place ones are nice, and the lack of animation on the third one still works but is less pretty.",Male,High school graduate (or equivalent),18-24,no,,Know well,avg = add all numbers and divide by count of numbers,IDK,,Know well,"sort the numbers, pick the number in the middle",Know well,the square root of the variance,6,< 1/w,< 1/w,< 1/w,fpiCcHVdJKRH80WIOpABivj5WGl2,elaborate
