id,animAgg,textAgg,isError,playCount,resetCount,compTime,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
37,max,sum,FALSE,1,0,3774,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
38,max,count,FALSE,1,0,4355,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
39,median,avg,TRUE,1,0,3872,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
4,sum,sum,FALSE,2,1,8619,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
40,max,max,TRUE,1,0,3555,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
41,avg,median,TRUE,1,0,5268,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
42,sum,sum,FALSE,1,0,9745,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
43,iqr,iqr,FALSE,1,0,6820,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
44,sum,count,FALSE,1,0,4375,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
45,count,max,FALSE,1,0,4818,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
46,min,min,FALSE,1,0,3482,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
47,stdev,stdev,FALSE,1,0,5984,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
48,median,median,FALSE,1,0,3702,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
49,iqr,stdev,TRUE,1,0,3648,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
5,median,median,FALSE,2,1,5914,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
50,count,sum,FALSE,1,0,4410,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
51,avg,avg,FALSE,2,1,9695,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
52,count,count,FALSE,1,0,3647,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
53,sum,max,FALSE,1,0,3615,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
54,max,count,FALSE,1,0,4033,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
55,avg,median,TRUE,1,0,4287,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
56,count,max,FALSE,1,0,3503,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
57,sum,sum,FALSE,1,0,3581,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
58,sum,max,FALSE,1,0,3318,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
59,iqr,stdev,TRUE,1,0,4086,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
6,count,count,FALSE,2,1,8741,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
60,stdev,stdev,FALSE,1,0,4425,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
61,iqr,iqr,FALSE,1,0,3159,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
62,max,sum,FALSE,1,0,3710,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
63,max,max,FALSE,1,0,3795,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
64,avg,avg,FALSE,1,0,4528,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
65,count,sum,FALSE,1,0,3728,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
66,count,count,FALSE,1,0,3238,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
67,median,avg,TRUE,1,0,3454,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
68,stdev,iqr,TRUE,1,0,3408,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
69,min,min,FALSE,1,0,3090,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
7,avg,avg,FALSE,1,0,5021,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
70,sum,count,FALSE,1,0,3779,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
71,median,median,FALSE,1,0,3681,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
8,stdev,stdev,FALSE,1,0,5643,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
9,count,max,FALSE,1,0,4045,Male,"Some college, no degree",18-24,no,,Know,if you add all numbers together then divide by the number of numbers,IDK,,Know,if you remove the largest and smallest number in a set until there is one left,Know,it is how much a number varies from the average,3,< 1/m,< 1/w,< 1/m,bZzl43AYYBZSG1RZxRdgzzBdRph2,baseline
